#,type,text,label,aggregatedAnnotationConfidence,annotator1,annotator2,annotator3
862,C3,ولماذا نزلت وأيد الأنقلاب العسكري  ولا عشان لم تحصل على ما كنت اريد,1,0.6667,-1,0,-1
863,C4,ما انت عارف ان ده حكم عسكرى و اذا حد اتكلم البياده في بقه,1,1,-1,-1,-1
864,C5,الحكومة تتسبب مش السيسي لاحظ انك جبان ومن النخبة المعفنة,1,1,-1,-1,-1
865,C6,اللهم إن رجال النظام في قد طغواوتجبرواوتكبرواوفجرواواغتروابقوتهم ونسواأن القوي الجبارموجودفخذهم أخذعزيزمقتدروأشف صدورقوم مؤمنين,1,1,-1,-1,-1
866,C7,فلتصمت أيها الحقير العميل لا يصح لأمثالك من الذين طبلوا لمرسي أن يفتحوا فمهم .. أبدا,1,0.6667,-1,-2,-1
868,C9,اري انك من الأرذال وانك عاشق سئالة وتري بعين اعور خبيث,1,1,-1,-1,-1
870,TWEET,كل الثقافات على مدى التاريخ عرفت بشرا فاسدين ونصابين يتظاهرون بممارسة الدين من اجل خداع الناس.مشكلتنا في مصر ان معظم الفاسدين متدينون فعلا,1,0.7692,0,-1,-1
873,C3,ربنا ياخدهم هم الاتنين,1,0.7692,0,-1,-1
874,C4,وياتري سيادتك متدين فاسد ولا متدين متلون ولا كل اللي انت بتقوله لزوم السبوبه والعيشه المرحرحه,1,1,-1,-1,-1
876,C6,والعملاء بالعلن وبالفم المليان مع اليهود. اعلامكم وقيادتكم,1,0.7692,0,-1,-1
877,C7,"""طب هما خداعونا بأسم الدين أما أمثالكم خدعونا بأسم ايه  همج رعاع اتباع كل ناعق""",1,1,-1,-1,-1
879,C9,وانت لا دين ولاضمير,1,1,-1,-1,-1
880,C10,بطل  كلام لانك  منافق والناس كانت  مخدوعه فيك تعرف المنافق  عند الله فين  في جهنم,1,1,-1,-1,-1
883,C2,تسمحلي  اقولك انت راجل حمار,1,0.7143,-1,-2,-1
886,C5,ارجع الى اصلك لا تكن مغرورا ومتكبرا ومتسلطا يا ابراهيم عيسى,1,1,-1,-1,-1
887,C6,أنت شخص متكبر ومغرور وسفوسطائي وفقدت الكثير وستفقد,1,1,-1,-1,-1
888,C7,هو انت هتتهد امتى و تحل عن الريس عشان قرفنا و جبنا اخر منك و من اللى زيك,1,1,-1,-1,-1
889,C8,عبيط ده ولا ايه,1,1,-1,-1,-1
890,C9,"""وإما إن ربنا ياخدك وياخد أمثالك وستبكي على أ إننا تأخرنا في الدعاء عليك""",1,1,-1,-1,-1
893,C1,انت لا تمثل الشعب المصري الشقيق والعريق بقلوبنا منذ القدم، تصرفك وتهورك الخالي من الحقائق فضحك يا مرتزق ي عميل سحقاً لأمثالك,1,1,-1,-1,-1
894,C2,العوج في الايه لو فسر هو ماتفتروه ع الاسلام والمسلمين ياكدابين .,1,1,-1,-1,-1
895,C3,ده برنامج آيات مشترك فيه يكتب كل يوم ايه على الحساب الي زي ده ميعرفش ربنا ابو حمالات,1,1,-1,-1,-1
896,C4,ربنا ياخذه ويريح مصر فيه ...,1,1,-1,-1,-1
901,C9,لانعلم كيف لا احد يرفع عليك قضية في التحريض ع القتل مانراك الاداعما للعنصريه والقتل والفرقه لابناء مصر .رامي جان تحيه,1,1,-1,-1,-1
911,C8,استاذ ابراهيم يحب التركيز علي الحركه الالتفافيه التي يقوم بها الاخوان عن طريق حزب الوسط وعدم الوثوق بمراجعاتهم فهم كاذبون,1,0.6923,0,-1,-1
915,C1,تعرف الحمار المخطط ابيض واسود?  سبحان الله الخالق الناطق يشبهك  بس الحمار حر وانت عبد خوفوك بتوع الشقه اياها صح?,1,1,-1,-1,-1
916,C2,عقبال لما نسمع خبرك في حادث والبلد تنظف من امثالك,1,1,-1,-1,-1
918,C4,والله بومه,1,1,-1,-1,-1
919,C5,يافاشل. يا حملات. والله اجهل أهل الارض انت ومن على شاكلتك,1,1,-1,-1,-1
922,C8,واضح إن حبيبك وربيب نعمتك ياهيمه تفوق على مرسى  فى وشه النحس,1,0.6667,-1,0,-1
924,C10,أنت بندفعلك راتب من المخابرات الأمريكية أيها العميل لتشويه الدين أنت ستقتل برصاصة قريبا أو دهسا وفرما انتظر قريبا,1,1,-1,-1,-1
928,C3,اسكت يا منافق,1,1,-1,-1,-1
930,C5,لوووووووووووووى عقبال عندك يا حملات يا منافق,1,0.6429,-1,-1,-2
931,C6,كلامي لعبيد البيادة  تعطون من طرف اللسان حلاوة وتروغون كما يروغ الثعلب ، موتوا بغيضكم,1,0.6429,-1,-1,-2
932,C7,مرسى لما كان بيروح بلد كان بيحصل فيها مصيبه .. ولما السيسى راح الجزائر عملوا انجاز كاس العالم  .. مصر نضفت يا اخوان,1,0.7143,-1,0,-1
934,C9,لسنا في حاجة لتبريكاتك أيها الانقلابي,1,1,-1,-1,-1
937,C1,البلد دى حتفضل وسخة طول ما حنا بنتابع نتاءج حزب الدستور اللى مالوش وجود على ارض الواقع ولا شعبية وبيعينو البرادعى رءيس,1,0.6667,-1,0,-1
939,C3,"""اين المخلص اين المخلص خالد داوود بيقول شرفنا بتويتة من البرادعى النهاردة اه يا خونة يا اوساخ اه""",1,0.6667,-1,0,-1
941,C5,شرفى . الشعب المصرى المغيب واعلامه الجاهل المتعمق فى الجهل بيتنصب عليهم باكبر كدبة فى تاريخنا كله. هراء فى التليفزيون,1,0.6667,-1,0,-1
948,C1,انت من اول الناس الذين كنت احترمهم والمصيبه اني اكتشفة ان مفيش حد محترم انا كنت اهبل وعبيط,1,0.6667,-1,-1,0
953,C6,سقطت الاقنعه يا ابوحمالات,1,0.6667,-1,0,-1
954,C7,اتق الله قلت عنهم قطيع زي قطيع الاخوان خرفان يعني قطيعه تقطع لسانك إن قلت ماتخفش وإن خوف ما تقلش صعب ركب سوسته لبؤك .,1,1,-1,-1,-1
955,C8,بس إنت حقير برضه,1,0.6667,-1,-2,-1
958,TWEET,الإعلام الغربى يخلع ملابسه - إبراهيم عيسى - التحرير,1,0.6429,0,-1,-1
959,C1,الاعلام الغربي اشرف منك وليس منافق...يا متلون,1,1,-1,-1,-1
960,C2,الامنجى  ابراهيم عيسي اتفووووووة,1,0.6429,-1,-2,-1
964,C6,والاعلام المصري عريان من زمان,1,0.6429,-1,-2,-1
965,C7,ومتى تخلعون الكذب والنفاق عن وجوهكم,1,1,-1,-1,-1
970,C1,العيد الجاي ندبحك يا خروف,1,1,-1,-1,-1
976,C7,أسأل الله تعالى أن يبتليك بأمراض لا تعرف لها علاجا ؛ وتكون عبرة لكل من تطاول على الاسلام والمسلمين ؛ أخزاك الله وأذلك,1,0.75,-1,0,-1
977,C8,التهنئة تكون للمسلمين  اللذين لايعادون الاسلام ويشوهون صورته وأهله؛ أما أنت فقد بعت دينك بغرض من الدنيا؛إلى جهنم وبئس المصير,1,0.75,-1,0,-1
979,C10,انت بتتكلم فى الدين ليه ياض يا جاهل,1,0.75,-1,-1,-1
982,C2,وهذا سبب عدم وجود برلمان حتى يسهل له تمرير كل مخططه؛بالله هل هذه دوله أو هدا رئيس؛كل ذلك وأنت تطبل لانك بدون وطنيه وضيع,1,1,-1,-1,-1
983,C3,"""أنت الذي شارك في إفسادمصر وسعى في خرابها وسفك دماء شعبها سيأتي اليوم الذي تحاكم فيه وينتصرأهل الدم منك ومن الذين على شاكلتك""",1,1,-1,-1,-1
984,C4,انته اخر واحد يتكلم عن الشرفاء والرجال مثل عمر المختار  انته خليك مع السيس,1,1,-1,-1,-1
986,C6,عملت قناة التحرير وعملتلك كام مليون  وبيعتها طلعت محجوب عبد الدايم للاسف بتقوم بدور مصطفي البقري,1,1,-1,-1,-1
987,C7,طلعت بتدور علي فرصه تبيع نفسك فيها لحد ما وصلت وبقيت نسخه من سمير رجب وابراهيم نافه وابراهيم سعدة,1,1,-1,-1,-1
989,C9,الى صدقي صبحي وزير الدفاع والى قادة الجيش والشرطةالجبناء الخنازير الخونة خدام اسرائيل ,1,0.6667,-1,-1,-2
990,C10,ابراهيم عيسى لعنة الله عليك بكل كتاب ياخنزيريانجس ياصهاينة العرب انكشفت وجوهكم كلاب,1,0.6667,-1,-1,-2
997,C6,هو قد كده السيسى حارقك,1,0.6667,-1,-1,0
998,C7,ايه المجارى اللى بتخر منك دى. اول مره اقراء لك حاجه  للأسف لقيتها زباله,1,1,-1,-1,-1
1001,C10,اوبريت امك يا بلال يافضل وعقبال لما نعملها اوبريت فى اليمن,1,1,-1,-1,-1
1002,TWEET,"""كثيرون لديهم مشكلة في ارتداء ملابس ""نُص كُم"" أمام رئيس الجمهورية، لكن ليس لديهم مشكلة أن يكون الرئيس نفسه ""نُص كُم""""",1,1,-1,-1,-1
1004,C2,بكل معانى الوطنية نحبك ياريس والعار على بتوع السبوبة ,1,0.7143,-1,-1,0
1005,C3,مش حتخش مصر تانى ؟؟؟؟؟؟؟؟ والسيسى رئيس محترم ويا ريتك تتعلم مخاطبة الكبار وكله من منى الشاذلى هى الا قدمتك,1,0.7143,-1,-1,0
1007,C5,""" ايه رئيك يا اعلامى على متفرج نعمل مجلس رئاسى  به جميع الاطياف ملط واسبور ونصف كم وكم وبلوفر وبدلة""",1,0.6429,0,-1,-1
1008,C6,ماهو العيبة اذا طلعت من أهل العيب متبقاش عيبة,1,0.6429,0,-1,-1
1010,C8,خليها تاكلك يا خروف وكل ما تاكلك أكتر حتتكيف أكتر وأنت عايش في بلاد هيصه حتلاقي اللي يكيفوك كتير هناك,1,0.6429,-1,-2,-1
1014,C1,الحقير #بلال_فضل بعد ما ثبت كدبه تقريبا في كل الأحداث وحتى كدبه ف معارضة الاخوان اللي شغال عندهم دلوقت لسة بيكدب ويكدب,1,1,-1,-1,-1
1017,C4,وضح تماما ان اصلك واطى,1,0.6429,-2,-1,-1
1018,C5,ماتعلي صوتك ياعم بلال . ولا علشان الكلام مافي سيئ الذكر ولا الاخوان بتوشوش نفسك وخايف . صحيح انت راجل كبرت ومش وش بهدله ولا سجون,1,0.7143,-1,-1,0
1019,C6,انتوا محشورين ف منطقة لا محل لها من الإعراب أساساً ... هتستفيد بإيه يعني مين اللي بدأ ولا مين اللي اتقتل يخرب بيت الهطل !,1,1,-1,-1,-1
1020,C7,هذا المجرم يمني الجنسيه,1,1,-1,-1,-1
1030,C6,"""يارب مصر تنضف من اللي زيك انت وعلا الاسواني جاتكو القرف  الواحد بيضرب نفسه  ميت جزمه ازاي كنت بقعد بالساعات اسمعلكو""",1,0.6667,-2,-1,-1
1036,C1,كفاية رحتك طلعت,1,1,-1,-1,-1
1037,C2,يا واد يا ثورى يا مناضل انت ..الله يرحم لما كان بيلعبك أمين شرطة...فاكر مقال السيد حسن نصر الله اللى كتبتها بالأمر ياد ياثورى,1,1,-1,-1,-1
1038,C3,اهلاااااااااااااااااا ازيك يا بلبلي ليك واحشه انت رجعت الشغل تاني؟ اصل انا دايما بمدح فيك واقول انك من افضل القوادين يا بلبلي,1,1,-1,-1,-1
1040,C5,يا اخ بلال قرفتونا بشعارات كاذبة لا تمس الواقع وبدل ما تتكلم عن الخوف السياسى تكلم عن شىء يوفر للغلبان قوت يومه,1,0.6429,-1,-1,0
1044,C9,بالمناسبة تحبو تتعشوا اية بيرسيم ولا علف وكسب ....يابهايم,1,0.7143,-1,-2,-1
1045,C10,يامواشى المقال دة للبنى ادمين بس اية اللى مدخلكم هنا يلا الى الحظيرة     الى الحظيرة,1,0.7143,-1,-2,-1
1046,TWEET,في النهاية صفصف مشروع الوحدة العربية على مذابح جماعية ودول محكومة بعصابات فاشلة، وصفصف مشروع أستاذية العالم على أربع صوابع وكام قفا,1,1,-1,-1,-1
1047,C1,لولا فساد النخبة أمثالك لما ضاعت الثورة صدعتونا بقبول الآخر وكنتم أكبر نماذج الإقصاء وفرض إرادة نخبوية واعتبارها بديلا عن الصندوق,1,1,-1,-1,-1
1048,C2,وصفصف مشروعك للاسف علي شوية كلام فاضيين مع ان المفروض دورك اكبر من كدا بكتير,1,0.6429,-1,0,-1
1050,C4,من خيبتهم وغباوتهم,1,1,-1,-1,-1
1051,C5,زق الاخوان فى اى بلوة با عم المريض,1,0.6429,0,-1,-1
1052,C6,وكام واحد ولا ليهم لازمة كنا فاكرينهم بني آدمين لكن للأسف طلعوا خواجات,1,1,-1,-1,-1
1055,C9,"""وعلى أشباه مثقفين وهم في الحقيقة من حزب ابي جهل""",1,0.6429,0,-1,-1
1056,C10,اذا نطق السفية فلا تجبة لانة سفية وقليل الادب  وانت قليل الادب وغير محترم روح اعمل راجل فى بلدكو,1,1,-1,-1,-1
1075,C7,لا تستطيع إلا و أن تظهر -رغم نكهة المدح-للجيش المصري إلا أن تلونه بنقد و سخرية تكشف عن مشاعرك .كنت شديدة الإعجاب بك و لكن,1,0.6154,-1,0,-1
1076,C8,ماتتعبش نفسك انت شخص لا نثق به أهدافك التدميرية ضد البلد واضحة فى كل حرف تكتبة,1,0.6154,-1,0,-1
1081,C2,كان جمع جيش عظيم وحارب المنافقين امثالك ونصر اهلك الحق صلي الله عليه وسلم,1,1,-1,-1,-1
1082,C3,بلال فضل هجاص كبير ...بيدعى رجما بالغيب أن النبى محمد لو كان معنا الآن لصار اخوانيا  ربعاويا مهاجرا  الى بلاد الغرب!!,1,1,-1,-1,-1
1085,C6,كان تبراء منك ومن امثالك,1,0.7143,-1,-1,0
1089,C10,النب صل الله عليه وسلم بريء من امثالك ايها المنافق المرتشي ..اتعلم انت تأكل من اين .تاكل من عرق البغيا والممثلاتlalfadl,1,1,-1,-1,-1
1098,C8,"""#أزهى_عصور_المسخره  هل ضيعت ""شيما"" محافظ بورسعيد؟""",1,0.6923,-1,0,-1
