,id,label,3-Class,6-Class,text
546,1117439947760447489,0.0,C,C,سني &amp;شيعي &amp;مسيحي 💖 يجب ان تري الناس بأخلاقهم لا بمذاهبهم 💎💓
547,1173735193565376513,0.0,C,C,@MUCKJVHBSHeR4yi @abomarzoognews البدو اهل الطيب والكرم والفزعات
548,1029812493009543169,1.0,H,EH,@amohammedonline @so2me @Fx_vll @s_95o @s_ad141 @qqq4aaa1 @AskNogoom @5ragoodaksa @saadjabbar1 جدكم افريقي اوهندي او حبشي او فارسي مثلك كلب ابن متعه خنزير يا حفيد اليهود رح شف جماعتك يهود اليمن في اسرائيل الحقهم يابغل جاي تنابح على اسيادك العرب الاقحاح عرب الجزيره لولا الله ثم رجال الجزيره كنت اللن تغسل مراحيض قم ياخنزير
549,1164860625148928001,0.0,C,C,"متى بيفهمون السعاودة ان الشوام والمصريين واهل المغرب مب عرب، هذا ماهو رأي هذي حقيقة علمية

جيناتنا وأشكالنا وعاداتنا كلها مختلفة عن بعض، الشي الوحيد اللي رابطنا هو انهم يتكلمون لغة عربية زينا"
550,1158525062833557505,0.0,C,C,@lii00___ @qnnlp1 هيا عممت على كل الذكور وانا اقول ان كلامها مو منطقي
551,1140776459830792192,1.0,H,RG,@AzmiBishara تفو عليك يا مسيحي نجس
552,1155251035193126912,0.0,C,C,@mansour_y لانخجل من أصلنا فنحن لا نسير تحت حكم ملكي فنحن أحرار ولانخشى قول الحق الجزائر  أكبر من تكون في معتقداتكم آتعرف أن الفرس والأعراب واليهود وعدة قبائل كانت تعيش في السعوديه وحدها فالجزائر كذلك فيها البربر والأمازيغ والعرب
553,1143224141086167041,0.0,C,C,كـ صوفي زهد بالدنيا وراح يدور و يدور وكأنه كوكب يدور في فلكه لا يصدمه الواقع .
555,1126544707973152768,0.0,C,C,@b0_diary ماشاء الله مقاطع المصاريه صارت تغريدات
556,1166819668696457216,0.0,C,C,@ReNgo_Sport متى الاعبين السعوديين يحترفون في أوروباء زي المغاربه والمصاريه الافارقه بشكل عام متواجدين بكثره
557,1153716888473657350,0.0,C,C,"@mashanaljabouri استاذ مشعان ارجو الاجابة على هذا السؤال ....
هل النظام السابق اعدم شيعيا لكونه شيعي ؟ او سنيا لكونه سني ؟ او كرديا لكونه كردي ؟
وهل حدث مثل هذا بعد 2003 ؟
شكرا لكم ......."
558,1126146270224113669,0.0,C,C,"@W_ElHusseini @saharmohd2015 أستاذ وليد المحترم،،
الحجاب فرض أما النقاب هو ما فرضه السلفيين على اتباعهم.
بالله لا تخلط بين الحجاب والنقاب،،
""  الحجاب فرض والنقاب مختلف فيه"""
559,1172234044068835331,0.0,C,C,@EUinJordan @StylianidesEU @AymanHsafadi @eu_echo @eu_eeas @eu_near @MoPIC_Jordan @euneighbours @CarlosEUspox @daniel_puglisi @Peter_Biro لماذايتم استثناءاللاجيئن العراقيين بالاردن من حق العمل كغيرهم من باقي الجنسيات من اللاجئين وايضا يحرمون من المساعدات المالية وتامين العلاج واخرشي منع اطفالهم من التسجيل بالمدارس الا اذاكان الابوين مقيمين اقامة سنوية!!والاهم من ذلك توطينهم صعب جداخارج الاردن..
563,1142552053459378177,0.0,C,C,"@ElHadary @MohsenSaleh ولا تنسوا الفضل بينكم ..
انت محترم يا حضري 💖🙏"
570,1137981253553143809,0.0,C,C,@M_Alarti ليته يعرف عقيدة الصوفيين قبل لا يدافع عنهم بالطريقة هذه.. الا اذا كان واحد منهم ويستحي يقول..
571,1136596190416576512,1.0,H,NH,ياخي المصريين شعب فوضوي ودايم يخربون نظام اي مكان يدخلونه ، انا لو اني من السعودية اخليهم يسوون عمرة بالدمام
573,1141854869529276416,1.0,O,O,@mxxl51 كلهم زق ما غير يصيحون مثل الحريم
575,1136053327958040577,0.0,C,C,@RSM_A19 وه فدوه رهوفتي 😘😘❤️ اهم شي مزاجك انا راسي صدع من العيال😩
579,1155265535258628096,0.0,C,C,ياليت احد ينقل ثقافة البوفيهات السعودية للاردن ، الواحد اشتهى يصحى الصبح ويروح بوفيه وياخذ واحد شكشوكة وواحد طعميه 💔
580,1149058149544071169,0.0,C,C,"@fayezotaibi_212 أين هي وزارة الداخلية وإدارة الجرائم الكترونية من هذه الفئة الضالة وضرب الوحدة الوطنية ؟

شيعي،سني،بدوي،حضري ابناء البلد ، لكل من يروج إعلان طائفي أو يحمل نفس طائفي مكانه القمامة. حفظ الله الكويت وشعبها من هالأشكال ."
581,1164617601781248003,1.0,O,O,"@uae_3G لاتحشر السعودية والبحرين

تحدث عن دولتك

الشهداء من شعب الامارات

اما انت تريد يكون لك الشهرة
لانك اشبة.  بالخنزير العفن

او الكلب الذي يلهث"
582,1122632148652122112,0.0,C,C,@khamis_ghassan @NasserBuali احنا كبحرينيين نرفض الغلط والتجاوز علي اي شخص سني او شيعي او حتي يهودي مانرضي بالغلط وهذا طبعنا ولعلمك ضرب المستشار غلط وان ثبت ان المستشار سب الشيعه فهذا خطا أيضا .
584,1152355373635928065,0.0,C,C,"@s95701224 @aalrashed @aawsat_News هل مليون مسلم من أصل مليار يجعلهم سواد الأمة.  
هذا الكلام يشبه كلام الشيعة في انهم سواد الأمة"
585,1163130338492764162,1.0,H,RG,@Almodilef0711 @c8OosRQjWHKAKYi @__saa7aab__ هاها الشيعة و الوهابيين و السلفيين كلهم يشتركون في عبادة الأصنام البشرية لكن المفارقة أنهم أعداء مع كل هذه الصفات المشتركة
586,1114210909646458881,0.0,C,C,@Vip_xt افضل فريق اردني  الفيصلي معروف هالشي
587,1176120616887508993,1.0,H,EH,@mansour_alawaji هو عبد أفريقي كيف تجنس سعودي
589,1149028938397769730,0.0,C,C,@S_baskin97 @houdaifa1990 @What00zz @AbdullahAzizHKh انا قاهرني ذا اللي ممنشنته بكل موضوع يخص الأناث ناط يعلق والله هذا عاشر مره اشوفه مب طبيعي قالقينه جنس حواء
591,1168946826050985987,0.0,C,C,@1993_medoo للامانه المصاريه كويسين معانا ، و سورية وحده كانت كويسه و بس في بعضهم حتى ما احتكينا فيهم
592,1150284127813455873,1.0,H,EH,@Ahmadbinnaqi هذاول  الشوام  كلهم عيال  كلب ماينفع  معهم  اﻻ  طريقة  الدعس  على  الر قبه  والوسط
593,1121171414327992321,0.0,C,C,@Fajeralas11 😂😂😂مالهم حل المصاريه
596,1136777931383091200,0.0,C,C,@AbderrazzakHam3 بالتوفيق يا حمدلله مع المنتخب المغربي وراح تثبت للجميع إنك لاعب هداف💛💜💛💜
598,1136738562240651265,0.0,C,C,@khalidjassem74 محبوب العراقيين خالد جاسم اريد ان اتطوع لخدمة قطر في مونديال 2022 اتمنا ان تسويلي دعوه احبك والله
599,1118060058301038593,0.0,C,C,@NaifalAsaker اسمح لي .. بعض المشايخ السلفيين أتجهوا في آخر أعمارهم إلى هذا المنهج فمن وافقهم فهو سلفي ومن لم يدخل تحت عباءتهم ويستجيب لتوجيهاتهم فهو خارج عن السلفية حتى أخرجوا بعض طلابهم ...
600,1162872549027602438,0.0,C,C,@mayazzam_ عدد سكان مصر 100 مليون و عدد السوريين الموجودين في مصر 350 الف .يعني نسبتهم اقل من نصف % .اتسأل لماذا كل هذا الضجيج علماً ان أهل اليمن عددهم متقارب مع عدد السوريين و لم نر هذه الضجة.؟؟!!!!!؟؟؟؟؟.
602,1162401375751462912,0.0,C,C,"@mhm0od @albohirey07 قضية الشام ونصرتها قضية الامه كلها .. والله سبحانه سوف يسالك ويسال الجميع ماذا قدم لاخوانه واخواته المسلمين واطفالهم ..

اذا اخطا اي سوري في حق السعودية او شعب المملكه فهذا لايعني ان تكون عدو لاهل الشام الذين يقتلون صباح مساء وانت تشاهد ..

خاف ربك  .."
603,1146902887387279360,0.0,C,C,@ebn_dhelos1957 المفروض الفلسطينيين يستفيدون من انتفاضة الفلاشا ويساندونهم فلو اتحدو معهم لانتهى الامر .
604,1159937473591566336,0.0,C,C,"@SufianSamarrai مستحيل أسوي مقارنه بين فلسطين وأسرائيل واذا في بالك راح أقول الله شعب أسرائيل محترم وأفضل من الفلسطينين  
أحب أقولك أسرائيل سارقه ارض وطاردة شعب عربي مسلم ياليت تستحي شويه وش الفرق بينك وبين الى يسبون السعودية كلكم نفس الوضع فاهمين خطاء ومسوين فاهمين"
605,1139320927639019521,0.0,C,C,@hamedharizi لا والله لو لا قدر الله صار لاي دوله خليجيه او عربيه اي اعتداء حنا اول ومن يدعي لها ويستنكر اذا احد اعتداء عليها لكن اللي انا جالسه اشوفه من الشعب العماني ليس الكل لكن الاغلب بس يتبراء ولا فيه اي استنكار و انصاف الرجال والضعفاء هم من يحابون الفارسي على العربي
606,1138938844886310918,0.0,C,C,@abotamam73 هذولة الفرس يوقفون مثل وقفة صلاة السنة ولما يصلون مثل الشيعة.
607,1140758503470112961,0.0,C,C,"@Benguennak سبحان الله اليوم مات انتهى الامر
كم دفع اصحابة ونصارة قتل الشيعة في مصر هنا العبره الموت حق والصراط
اذهب انت وربك يا موسئ

فما تنفعهم شفاعة الشافعين"
608,1156951825591013376,0.0,C,C,الى اعداء الحياة والجمال في العراق طز فيكم ارحلو عن العراق واتركوه لاهله انتم غرباء جبناء ارحلو ليعيش الشرفاء من العراقيين بحب وسلام انتم اعداء الحياة والجمال اذهبو الى الجاره العزيزه  لينظف العراق منكم نحن شعب نحب الحياة والجمال ونخجل من افعالكم انتم تحللون كل ماهو قبيح 🐀🐀
609,1163830319704883200,0.0,C,C,@DrNafel هذا دليل عدم ثقة في النفس وبعدين انت تتعامل مع الشخص اللي أمامك على أساس أخلاقه واسلوبه بغض النظر عن كونه بدوي أو حضري..
